Departamento,Mes,Anio,Weekday,Hora,Zona,Dia_Mes,Tipo_Accidente,Tipo_Vehiculo,Color_Vehiculo,Modelo_Vehiculo,Edad,Sexo,Condicion_Conductor,accidentes_totales,hoja_origen,vehiculos_involucrados_accidentes,victimas_totales,lesionados_totales,fallecidos_totales,tasa_victimas_involucradas,tasa_lesionados,tasa_fallecidos
Guatemala,Septiembre,,,,,,,,,,,,,,cuadro 32,,,260.0,,,,
El Progreso,Septiembre,,,,,,,,,,,,,,cuadro 32,,,13.0,,,,
Sacatepéquez,Septiembre,,,,,,,,,,,,,,cuadro 32,,,57.0,,,,
Chimaltenango,Septiembre,,,,,,,,,,,,,,cuadro 32,,,17.0,,,,
Escuintla,Septiembre,,,,,,,,,,,,,,cuadro 32,,,101.0,,,,
Santa Rosa,Septiembre,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Sololá,Septiembre,,,,,,,,,,,,,,cuadro 32,,,6.0,,,,
Totonicapán,Septiembre,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Quetzaltenango,Septiembre,,,,,,,,,,,,,,cuadro 32,,,25.0,,,,
Suchitepéquez,Septiembre,,,,,,,,,,,,,,cuadro 32,,,16.0,,,,
Retalhuleu,Septiembre,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
San Marcos,Septiembre,,,,,,,,,,,,,,cuadro 32,,,31.0,,,,
Huehuetenango,Septiembre,,,,,,,,,,,,,,cuadro 32,,,16.0,,,,
Quiché,Septiembre,,,,,,,,,,,,,,cuadro 32,,,17.0,,,,
Baja Verapaz,Septiembre,,,,,,,,,,,,,,cuadro 32,,,9.0,,,,
Alta Verapaz,Septiembre,,,,,,,,,,,,,,cuadro 32,,,33.0,,,,
Petén,Septiembre,,,,,,,,,,,,,,cuadro 32,,,25.0,,,,
Izabal,Septiembre,,,,,,,,,,,,,,cuadro 32,,,38.0,,,,
Zacapa,Septiembre,,,,,,,,,,,,,,cuadro 32,,,2.0,,,,
Chiquimula,Septiembre,,,,,,,,,,,,,,cuadro 32,,,15.0,,,,
Jalapa,Septiembre,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Jutiapa,Septiembre,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Guatemala,Octubre,,,,,,,,,,,,,,cuadro 32,,,320.0,,,,
El Progreso,Octubre,,,,,,,,,,,,,,cuadro 32,,,21.0,,,,
Sacatepéquez,Octubre,,,,,,,,,,,,,,cuadro 32,,,38.0,,,,
Chimaltenango,Octubre,,,,,,,,,,,,,,cuadro 32,,,27.0,,,,
Escuintla,Octubre,,,,,,,,,,,,,,cuadro 32,,,98.0,,,,
Santa Rosa,Octubre,,,,,,,,,,,,,,cuadro 32,,,23.0,,,,
Sololá,Octubre,,,,,,,,,,,,,,cuadro 32,,,6.0,,,,
Totonicapán,Octubre,,,,,,,,,,,,,,cuadro 32,,,17.0,,,,
Quetzaltenango,Octubre,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Suchitepéquez,Octubre,,,,,,,,,,,,,,cuadro 32,,,39.0,,,,
Retalhuleu,Octubre,,,,,,,,,,,,,,cuadro 32,,,20.0,,,,
San Marcos,Octubre,,,,,,,,,,,,,,cuadro 32,,,19.0,,,,
Huehuetenango,Octubre,,,,,,,,,,,,,,cuadro 32,,,6.0,,,,
Quiché,Octubre,,,,,,,,,,,,,,cuadro 32,,,11.0,,,,
Baja Verapaz,Octubre,,,,,,,,,,,,,,cuadro 32,,,9.0,,,,
Alta Verapaz,Octubre,,,,,,,,,,,,,,cuadro 32,,,27.0,,,,
Petén,Octubre,,,,,,,,,,,,,,cuadro 32,,,30.0,,,,
Izabal,Octubre,,,,,,,,,,,,,,cuadro 32,,,42.0,,,,
Zacapa,Octubre,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
Chiquimula,Octubre,,,,,,,,,,,,,,cuadro 32,,,22.0,,,,
Jalapa,Octubre,,,,,,,,,,,,,,cuadro 32,,,11.0,,,,
Jutiapa,Octubre,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Guatemala,Noviembre,,,,,,,,,,,,,,cuadro 32,,,357.0,,,,
El Progreso,Noviembre,,,,,,,,,,,,,,cuadro 32,,,22.0,,,,
Sacatepéquez,Noviembre,,,,,,,,,,,,,,cuadro 32,,,30.0,,,,
Chimaltenango,Noviembre,,,,,,,,,,,,,,cuadro 32,,,37.0,,,,
Escuintla,Noviembre,,,,,,,,,,,,,,cuadro 32,,,130.0,,,,
Santa Rosa,Noviembre,,,,,,,,,,,,,,cuadro 32,,,9.0,,,,
Sololá,Noviembre,,,,,,,,,,,,,,cuadro 32,,,8.0,,,,
Totonicapán,Noviembre,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
Quetzaltenango,Noviembre,,,,,,,,,,,,,,cuadro 32,,,46.0,,,,
Suchitepéquez,Noviembre,,,,,,,,,,,,,,cuadro 32,,,32.0,,,,
Retalhuleu,Noviembre,,,,,,,,,,,,,,cuadro 32,,,9.0,,,,
San Marcos,Noviembre,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Huehuetenango,Noviembre,,,,,,,,,,,,,,cuadro 32,,,4.0,,,,
Quiché,Noviembre,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Baja Verapaz,Noviembre,,,,,,,,,,,,,,cuadro 32,,,28.0,,,,
Alta Verapaz,Noviembre,,,,,,,,,,,,,,cuadro 32,,,53.0,,,,
Petén,Noviembre,,,,,,,,,,,,,,cuadro 32,,,20.0,,,,
Izabal,Noviembre,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Zacapa,Noviembre,,,,,,,,,,,,,,cuadro 32,,,8.0,,,,
Chiquimula,Noviembre,,,,,,,,,,,,,,cuadro 32,,,11.0,,,,
Jalapa,Noviembre,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
Jutiapa,Noviembre,,,,,,,,,,,,,,cuadro 32,,,28.0,,,,
Guatemala,,,,,,,,,,,,,,,cuadro 33,,,3516.0,,,,
El Progreso,,,,,,,,,,,,,,,cuadro 33,,,214.0,,,,
Sacatepéquez,,,,,,,,,,,,,,,cuadro 33,,,384.0,,,,
Chimaltenango,,,,,,,,,,,,,,,cuadro 33,,,215.0,,,,
Escuintla,,,,,,,,,,,,,,,cuadro 33,,,1253.0,,,,
Santa Rosa,,,,,,,,,,,,,,,cuadro 33,,,242.0,,,,
Sololá,,,,,,,,,,,,,,,cuadro 33,,,100.0,,,,
Totonicapán,,,,,,,,,,,,,,,cuadro 33,,,88.0,,,,
Quetzaltenango,,,,,,,,,,,,,,,cuadro 33,,,240.0,,,,
Suchitepéquez,,,,,,,,,,,,,,,cuadro 33,,,231.0,,,,
Retalhuleu,,,,,,,,,,,,,,,cuadro 33,,,199.0,,,,
San Marcos,,,,,,,,,,,,,,,cuadro 33,,,165.0,,,,
Huehuetenango,,,,,,,,,,,,,,,cuadro 33,,,122.0,,,,
Quiché,,,,,,,,,,,,,,,cuadro 33,,,200.0,,,,
Baja Verapaz,,,,,,,,,,,,,,,cuadro 33,,,189.0,,,,
Alta Verapaz,,,,,,,,,,,,,,,cuadro 33,,,434.0,,,,
Petén,,,,,,,,,,,,,,,cuadro 33,,,194.0,,,,
Izabal,,,,,,,,,,,,,,,cuadro 33,,,290.0,,,,
Zacapa,,,,,,,,,,,,,,,cuadro 33,,,135.0,,,,
Chiquimula,,,,,,,,,,,,,,,cuadro 33,,,150.0,,,,
Jalapa,,,,,,,,,,,,,,,cuadro 33,,,113.0,,,,
Jutiapa,,,,,,,,,,,,,,,cuadro 33,,,233.0,,,,
Guatemala,,,Lunes,,,,,,,,,,,,cuadro 33,,,449.0,,,,
El Progreso,,,Lunes,,,,,,,,,,,,cuadro 33,,,30.0,,,,
Sacatepéquez,,,Lunes,,,,,,,,,,,,cuadro 33,,,65.0,,,,
Chimaltenango,,,Lunes,,,,,,,,,,,,cuadro 33,,,33.0,,,,
Escuintla,,,Lunes,,,,,,,,,,,,cuadro 33,,,189.0,,,,
Santa Rosa,,,Lunes,,,,,,,,,,,,cuadro 33,,,38.0,,,,
Sololá,,,Lunes,,,,,,,,,,,,cuadro 33,,,15.0,,,,
Totonicapán,,,Lunes,,,,,,,,,,,,cuadro 33,,,5.0,,,,
Quetzaltenango,,,Lunes,,,,,,,,,,,,cuadro 33,,,42.0,,,,
Suchitepéquez,,,Lunes,,,,,,,,,,,,cuadro 33,,,27.0,,,,
Retalhuleu,,,Lunes,,,,,,,,,,,,cuadro 33,,,48.0,,,,
San Marcos,,,Lunes,,,,,,,,,,,,cuadro 33,,,23.0,,,,
Huehuetenango,,,Lunes,,,,,,,,,,,,cuadro 33,,,15.0,,,,
Quiché,,,Lunes,,,,,,,,,,,,cuadro 33,,,32.0,,,,
Baja Verapaz,,,Lunes,,,,,,,,,,,,cuadro 33,,,24.0,,,,
Alta Verapaz,,,Lunes,,,,,,,,,,,,cuadro 33,,,52.0,,,,
Petén,,,Lunes,,,,,,,,,,,,cuadro 33,,,25.0,,,,
Izabal,,,Lunes,,,,,,,,,,,,cuadro 33,,,62.0,,,,
Zacapa,,,Lunes,,,,,,,,,,,,cuadro 33,,,15.0,,,,
Chiquimula,,,Lunes,,,,,,,,,,,,cuadro 33,,,20.0,,,,
Jalapa,,,Lunes,,,,,,,,,,,,cuadro 33,,,14.0,,,,
Jutiapa,,,Lunes,,,,,,,,,,,,cuadro 33,,,28.0,,,,
Guatemala,,,Martes,,,,,,,,,,,,cuadro 33,,,399.0,,,,
El Progreso,,,Martes,,,,,,,,,,,,cuadro 33,,,22.0,,,,
Sacatepéquez,,,Martes,,,,,,,,,,,,cuadro 33,,,53.0,,,,
Chimaltenango,,,Martes,,,,,,,,,,,,cuadro 33,,,23.0,,,,
Escuintla,,,Martes,,,,,,,,,,,,cuadro 33,,,159.0,,,,
Santa Rosa,,,Martes,,,,,,,,,,,,cuadro 33,,,29.0,,,,
Sololá,,,Martes,,,,,,,,,,,,cuadro 33,,,17.0,,,,
Totonicapán,,,Martes,,,,,,,,,,,,cuadro 33,,,11.0,,,,
Quetzaltenango,,,Martes,,,,,,,,,,,,cuadro 33,,,30.0,,,,
Suchitepéquez,,,Martes,,,,,,,,,,,,cuadro 33,,,10.0,,,,
Retalhuleu,,,Martes,,,,,,,,,,,,cuadro 33,,,29.0,,,,
San Marcos,,,Martes,,,,,,,,,,,,cuadro 33,,,13.0,,,,
Huehuetenango,,,Martes,,,,,,,,,,,,cuadro 33,,,19.0,,,,
Quiché,,,Martes,,,,,,,,,,,,cuadro 33,,,34.0,,,,
Baja Verapaz,,,Martes,,,,,,,,,,,,cuadro 33,,,14.0,,,,
Alta Verapaz,,,Martes,,,,,,,,,,,,cuadro 33,,,52.0,,,,
Petén,,,Martes,,,,,,,,,,,,cuadro 33,,,13.0,,,,
Izabal,,,Martes,,,,,,,,,,,,cuadro 33,,,24.0,,,,
Zacapa,,,Martes,,,,,,,,,,,,cuadro 33,,,36.0,,,,
Chiquimula,,,Martes,,,,,,,,,,,,cuadro 33,,,15.0,,,,
Jalapa,,,Martes,,,,,,,,,,,,cuadro 33,,,10.0,,,,
Jutiapa,,,Martes,,,,,,,,,,,,cuadro 33,,,24.0,,,,
Guatemala,,,Miércoles,,,,,,,,,,,,cuadro 33,,,386.0,,,,
El Progreso,,,Miércoles,,,,,,,,,,,,cuadro 33,,,18.0,,,,
Sacatepéquez,,,Miércoles,,,,,,,,,,,,cuadro 33,,,41.0,,,,
Chimaltenango,,,Miércoles,,,,,,,,,,,,cuadro 33,,,28.0,,,,
Escuintla,,,Miércoles,,,,,,,,,,,,cuadro 33,,,129.0,,,,
Santa Rosa,,,Miércoles,,,,,,,,,,,,cuadro 33,,,11.0,,,,
Sololá,,,Miércoles,,,,,,,,,,,,cuadro 33,,,9.0,,,,
Totonicapán,,,Miércoles,,,,,,,,,,,,cuadro 33,,,10.0,,,,
Quetzaltenango,,,Miércoles,,,,,,,,,,,,cuadro 33,,,21.0,,,,
Suchitepéquez,,,Miércoles,,,,,,,,,,,,cuadro 33,,,28.0,,,,
Retalhuleu,,,Miércoles,,,,,,,,,,,,cuadro 33,,,14.0,,,,
San Marcos,,,Miércoles,,,,,,,,,,,,cuadro 33,,,18.0,,,,
Huehuetenango,,,Miércoles,,,,,,,,,,,,cuadro 33,,,13.0,,,,
Quiché,,,Miércoles,,,,,,,,,,,,cuadro 33,,,20.0,,,,
Baja Verapaz,,,Miércoles,,,,,,,,,,,,cuadro 33,,,26.0,,,,
Alta Verapaz,,,Miércoles,,,,,,,,,,,,cuadro 33,,,64.0,,,,
Petén,,,Miércoles,,,,,,,,,,,,cuadro 33,,,28.0,,,,
Izabal,,,Miércoles,,,,,,,,,,,,cuadro 33,,,21.0,,,,
Zacapa,,,Miércoles,,,,,,,,,,,,cuadro 33,,,25.0,,,,
Chiquimula,,,Miércoles,,,,,,,,,,,,cuadro 33,,,17.0,,,,
Jalapa,,,Miércoles,,,,,,,,,,,,cuadro 33,,,13.0,,,,
Jutiapa,,,Miércoles,,,,,,,,,,,,cuadro 33,,,35.0,,,,
Guatemala,,,Jueves,,,,,,,,,,,,cuadro 33,,,429.0,,,,
El Progreso,,,Jueves,,,,,,,,,,,,cuadro 33,,,25.0,,,,
Sacatepéquez,,,Jueves,,,,,,,,,,,,cuadro 33,,,49.0,,,,
Chimaltenango,,,Jueves,,,,,,,,,,,,cuadro 33,,,20.0,,,,
Escuintla,,,Jueves,,,,,,,,,,,,cuadro 33,,,151.0,,,,
Santa Rosa,,,Jueves,,,,,,,,,,,,cuadro 33,,,38.0,,,,
Sololá,,,Jueves,,,,,,,,,,,,cuadro 33,,,12.0,,,,
Totonicapán,,,Jueves,,,,,,,,,,,,cuadro 33,,,11.0,,,,
Quetzaltenango,,,Jueves,,,,,,,,,,,,cuadro 33,,,27.0,,,,
Suchitepéquez,,,Jueves,,,,,,,,,,,,cuadro 33,,,40.0,,,,
Retalhuleu,,,Jueves,,,,,,,,,,,,cuadro 33,,,13.0,,,,
San Marcos,,,Jueves,,,,,,,,,,,,cuadro 33,,,9.0,,,,
Huehuetenango,,,Jueves,,,,,,,,,,,,cuadro 33,,,11.0,,,,
Quiché,,,Jueves,,,,,,,,,,,,cuadro 33,,,23.0,,,,
Baja Verapaz,,,Jueves,,,,,,,,,,,,cuadro 33,,,23.0,,,,
Alta Verapaz,,,Jueves,,,,,,,,,,,,cuadro 33,,,27.0,,,,
Petén,,,Jueves,,,,,,,,,,,,cuadro 33,,,18.0,,,,
Izabal,,,Jueves,,,,,,,,,,,,cuadro 33,,,32.0,,,,
Zacapa,,,Jueves,,,,,,,,,,,,cuadro 33,,,11.0,,,,
Chiquimula,,,Jueves,,,,,,,,,,,,cuadro 33,,,21.0,,,,
Jalapa,,,Jueves,,,,,,,,,,,,cuadro 33,,,20.0,,,,
Jutiapa,,,Jueves,,,,,,,,,,,,cuadro 33,,,28.0,,,,
Guatemala,,,Viernes,,,,,,,,,,,,cuadro 33,,,507.0,,,,
El Progreso,,,Viernes,,,,,,,,,,,,cuadro 33,,,26.0,,,,
Sacatepéquez,,,Viernes,,,,,,,,,,,,cuadro 33,,,39.0,,,,
Chimaltenango,,,Viernes,,,,,,,,,,,,cuadro 33,,,16.0,,,,
Escuintla,,,Viernes,,,,,,,,,,,,cuadro 33,,,149.0,,,,
Santa Rosa,,,Viernes,,,,,,,,,,,,cuadro 33,,,29.0,,,,
Sololá,,,Viernes,,,,,,,,,,,,cuadro 33,,,9.0,,,,
Totonicapán,,,Viernes,,,,,,,,,,,,cuadro 33,,,13.0,,,,
Quetzaltenango,,,Viernes,,,,,,,,,,,,cuadro 33,,,38.0,,,,
Suchitepéquez,,,Viernes,,,,,,,,,,,,cuadro 33,,,35.0,,,,
Retalhuleu,,,Viernes,,,,,,,,,,,,cuadro 33,,,26.0,,,,
San Marcos,,,Viernes,,,,,,,,,,,,cuadro 33,,,32.0,,,,
Huehuetenango,,,Viernes,,,,,,,,,,,,cuadro 33,,,10.0,,,,
Quiché,,,Viernes,,,,,,,,,,,,cuadro 33,,,49.0,,,,
Baja Verapaz,,,Viernes,,,,,,,,,,,,cuadro 33,,,44.0,,,,
Alta Verapaz,,,Viernes,,,,,,,,,,,,cuadro 33,,,71.0,,,,
Petén,,,Viernes,,,,,,,,,,,,cuadro 33,,,15.0,,,,
Izabal,,,Viernes,,,,,,,,,,,,cuadro 33,,,41.0,,,,
Zacapa,,,Viernes,,,,,,,,,,,,cuadro 33,,,17.0,,,,
Chiquimula,,,Viernes,,,,,,,,,,,,cuadro 33,,,11.0,,,,
Jalapa,,,Viernes,,,,,,,,,,,,cuadro 33,,,14.0,,,,
Jutiapa,,,Viernes,,,,,,,,,,,,cuadro 33,,,24.0,,,,
Guatemala,,,Sábado,,,,,,,,,,,,cuadro 33,,,668.0,,,,
El Progreso,,,Sábado,,,,,,,,,,,,cuadro 33,,,48.0,,,,
Sacatepéquez,,,Sábado,,,,,,,,,,,,cuadro 33,,,71.0,,,,
Chimaltenango,,,Sábado,,,,,,,,,,,,cuadro 33,,,47.0,,,,
Escuintla,,,Sábado,,,,,,,,,,,,cuadro 33,,,213.0,,,,
Santa Rosa,,,Sábado,,,,,,,,,,,,cuadro 33,,,53.0,,,,
Sololá,,,Sábado,,,,,,,,,,,,cuadro 33,,,12.0,,,,
Totonicapán,,,Sábado,,,,,,,,,,,,cuadro 33,,,26.0,,,,
Quetzaltenango,,,Sábado,,,,,,,,,,,,cuadro 33,,,37.0,,,,
Suchitepéquez,,,Sábado,,,,,,,,,,,,cuadro 33,,,68.0,,,,
Retalhuleu,,,Sábado,,,,,,,,,,,,cuadro 33,,,36.0,,,,
San Marcos,,,Sábado,,,,,,,,,,,,cuadro 33,,,42.0,,,,
Huehuetenango,,,Sábado,,,,,,,,,,,,cuadro 33,,,28.0,,,,
Quiché,,,Sábado,,,,,,,,,,,,cuadro 33,,,23.0,,,,
Baja Verapaz,,,Sábado,,,,,,,,,,,,cuadro 33,,,34.0,,,,
Alta Verapaz,,,Sábado,,,,,,,,,,,,cuadro 33,,,86.0,,,,
Petén,,,Sábado,,,,,,,,,,,,cuadro 33,,,46.0,,,,
Izabal,,,Sábado,,,,,,,,,,,,cuadro 33,,,47.0,,,,
Zacapa,,,Sábado,,,,,,,,,,,,cuadro 33,,,16.0,,,,
Chiquimula,,,Sábado,,,,,,,,,,,,cuadro 33,,,25.0,,,,
Jalapa,,,Sábado,,,,,,,,,,,,cuadro 33,,,18.0,,,,
Jutiapa,,,Sábado,,,,,,,,,,,,cuadro 33,,,47.0,,,,
Guatemala,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,3516.0,,,,
El Progreso,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,214.0,,,,
Sacatepéquez,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,384.0,,,,
Chimaltenango,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,215.0,,,,
Escuintla,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,1253.0,,,,
Santa Rosa,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,242.0,,,,
Sololá,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,100.0,,,,
Totonicapán,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,88.0,,,,
Quetzaltenango,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,240.0,,,,
Suchitepéquez,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,231.0,,,,
Retalhuleu,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,199.0,,,,
San Marcos,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,165.0,,,,
Huehuetenango,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,122.0,,,,
Quiché,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,200.0,,,,
Baja Verapaz,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,189.0,,,,
Alta Verapaz,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,434.0,,,,
Petén,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,194.0,,,,
Izabal,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,290.0,,,,
Zacapa,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,135.0,,,,
Chiquimula,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,150.0,,,,
Jalapa,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,113.0,,,,
Jutiapa,,,,Unnamed: 1,,,,,,,,,,,cuadro 34,,,233.0,,,,
Guatemala,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,150.0,,,,
El Progreso,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,16.0,,,,
Sacatepéquez,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,30.0,,,,
Chimaltenango,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,16.0,,,,
Escuintla,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,106.0,,,,
Santa Rosa,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,20.0,,,,
Sololá,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,18.0,,,,
Totonicapán,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,15.0,,,,
Quetzaltenango,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,25.0,,,,
Suchitepéquez,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,20.0,,,,
Retalhuleu,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,18.0,,,,
San Marcos,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,29.0,,,,
Huehuetenango,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,13.0,,,,
Quiché,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,29.0,,,,
Baja Verapaz,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,27.0,,,,
Alta Verapaz,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,72.0,,,,
Petén,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,23.0,,,,
Izabal,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,26.0,,,,
Zacapa,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,17.0,,,,
Chiquimula,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,9.0,,,,
Jalapa,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,14.0,,,,
Jutiapa,,,,Menor de 15,,,,,,,,,,,cuadro 34,,,25.0,,,,
Guatemala,,,,15 - 19,,,,,,,,,,,cuadro 34,,,356.0,,,,
El Progreso,,,,15 - 19,,,,,,,,,,,cuadro 34,,,21.0,,,,
Sacatepéquez,,,,15 - 19,,,,,,,,,,,cuadro 34,,,44.0,,,,
Chimaltenango,,,,15 - 19,,,,,,,,,,,cuadro 34,,,23.0,,,,
Escuintla,,,,15 - 19,,,,,,,,,,,cuadro 34,,,137.0,,,,
Santa Rosa,,,,15 - 19,,,,,,,,,,,cuadro 34,,,30.0,,,,
Sololá,,,,15 - 19,,,,,,,,,,,cuadro 34,,,9.0,,,,
Totonicapán,,,,15 - 19,,,,,,,,,,,cuadro 34,,,6.0,,,,
Quetzaltenango,,,,15 - 19,,,,,,,,,,,cuadro 34,,,23.0,,,,
Suchitepéquez,,,,15 - 19,,,,,,,,,,,cuadro 34,,,31.0,,,,
Retalhuleu,,,,15 - 19,,,,,,,,,,,cuadro 34,,,35.0,,,,
San Marcos,,,,15 - 19,,,,,,,,,,,cuadro 34,,,25.0,,,,
Huehuetenango,,,,15 - 19,,,,,,,,,,,cuadro 34,,,18.0,,,,
Quiché,,,,15 - 19,,,,,,,,,,,cuadro 34,,,27.0,,,,
Baja Verapaz,,,,15 - 19,,,,,,,,,,,cuadro 34,,,38.0,,,,
Alta Verapaz,,,,15 - 19,,,,,,,,,,,cuadro 34,,,49.0,,,,
Petén,,,,15 - 19,,,,,,,,,,,cuadro 34,,,31.0,,,,
Izabal,,,,15 - 19,,,,,,,,,,,cuadro 34,,,30.0,,,,
Zacapa,,,,15 - 19,,,,,,,,,,,cuadro 34,,,17.0,,,,
Chiquimula,,,,15 - 19,,,,,,,,,,,cuadro 34,,,19.0,,,,
Jalapa,,,,15 - 19,,,,,,,,,,,cuadro 34,,,23.0,,,,
Jutiapa,,,,15 - 19,,,,,,,,,,,cuadro 34,,,35.0,,,,
Guatemala,,,,20 - 24,,,,,,,,,,,cuadro 34,,,711.0,,,,
El Progreso,,,,20 - 24,,,,,,,,,,,cuadro 34,,,34.0,,,,
Sacatepéquez,,,,20 - 24,,,,,,,,,,,cuadro 34,,,77.0,,,,
Chimaltenango,,,,20 - 24,,,,,,,,,,,cuadro 34,,,39.0,,,,
Escuintla,,,,20 - 24,,,,,,,,,,,cuadro 34,,,207.0,,,,
Santa Rosa,,,,20 - 24,,,,,,,,,,,cuadro 34,,,41.0,,,,
Sololá,,,,20 - 24,,,,,,,,,,,cuadro 34,,,12.0,,,,
Totonicapán,,,,20 - 24,,,,,,,,,,,cuadro 34,,,5.0,,,,
Quetzaltenango,,,,20 - 24,,,,,,,,,,,cuadro 34,,,32.0,,,,
Suchitepéquez,,,,20 - 24,,,,,,,,,,,cuadro 34,,,30.0,,,,
Retalhuleu,,,,20 - 24,,,,,,,,,,,cuadro 34,,,35.0,,,,
San Marcos,,,,20 - 24,,,,,,,,,,,cuadro 34,,,16.0,,,,
Huehuetenango,,,,20 - 24,,,,,,,,,,,cuadro 34,,,24.0,,,,
Quiché,,,,20 - 24,,,,,,,,,,,cuadro 34,,,28.0,,,,
Baja Verapaz,,,,20 - 24,,,,,,,,,,,cuadro 34,,,30.0,,,,
Alta Verapaz,,,,20 - 24,,,,,,,,,,,cuadro 34,,,62.0,,,,
Petén,,,,20 - 24,,,,,,,,,,,cuadro 34,,,31.0,,,,
Izabal,,,,20 - 24,,,,,,,,,,,cuadro 34,,,51.0,,,,
Zacapa,,,,20 - 24,,,,,,,,,,,cuadro 34,,,22.0,,,,
Chiquimula,,,,20 - 24,,,,,,,,,,,cuadro 34,,,23.0,,,,
Jalapa,,,,20 - 24,,,,,,,,,,,cuadro 34,,,21.0,,,,
Jutiapa,,,,20 - 24,,,,,,,,,,,cuadro 34,,,41.0,,,,
Guatemala,,,,25 - 29,,,,,,,,,,,cuadro 34,,,518.0,,,,
El Progreso,,,,25 - 29,,,,,,,,,,,cuadro 34,,,32.0,,,,
Sacatepéquez,,,,25 - 29,,,,,,,,,,,cuadro 34,,,46.0,,,,
Chimaltenango,,,,25 - 29,,,,,,,,,,,cuadro 34,,,30.0,,,,
Escuintla,,,,25 - 29,,,,,,,,,,,cuadro 34,,,172.0,,,,
Santa Rosa,,,,25 - 29,,,,,,,,,,,cuadro 34,,,37.0,,,,
Sololá,,,,25 - 29,,,,,,,,,,,cuadro 34,,,10.0,,,,
Totonicapán,,,,25 - 29,,,,,,,,,,,cuadro 34,,,6.0,,,,
Quetzaltenango,,,,25 - 29,,,,,,,,,,,cuadro 34,,,36.0,,,,
Suchitepéquez,,,,25 - 29,,,,,,,,,,,cuadro 34,,,35.0,,,,
Retalhuleu,,,,25 - 29,,,,,,,,,,,cuadro 34,,,29.0,,,,
San Marcos,,,,25 - 29,,,,,,,,,,,cuadro 34,,,13.0,,,,
Huehuetenango,,,,25 - 29,,,,,,,,,,,cuadro 34,,,11.0,,,,
Quiché,,,,25 - 29,,,,,,,,,,,cuadro 34,,,30.0,,,,
Baja Verapaz,,,,25 - 29,,,,,,,,,,,cuadro 34,,,17.0,,,,
Alta Verapaz,,,,25 - 29,,,,,,,,,,,cuadro 34,,,43.0,,,,
Petén,,,,25 - 29,,,,,,,,,,,cuadro 34,,,18.0,,,,
