Departamento,Mes,Anio,Weekday,Hora,Zona,Dia_Mes,Tipo_Accidente,Tipo_Vehiculo,Color_Vehiculo,Modelo_Vehiculo,Edad,Sexo,Condicion_Conductor,accidentes_totales,hoja_origen,vehiculos_involucrados_accidentes,victimas_totales,lesionados_totales,fallecidos_totales,tasa_victimas_involucradas,tasa_lesionados,tasa_fallecidos
Retalhuleu,,,,,,,,,,,,,,,cuadro 30,,0.0,,,,,
San Marcos,,,,,,,,,,,,,,,cuadro 30,,1.0,,,,,
Huehuetenango,,,,,,,,,,,,,,,cuadro 30,,1.0,,,,,
Quiché,,,,,,,,,,,,,,,cuadro 30,,0.0,,,,,
Baja Verapaz,,,,,,,,,,,,,,,cuadro 30,,0.0,,,,,
Alta Verapaz,,,,,,,,,,,,,,,cuadro 30,,3.0,,,,,
Petén,,,,,,,,,,,,,,,cuadro 30,,2.0,,,,,
Izabal,,,,,,,,,,,,,,,cuadro 30,,3.0,,,,,
Zacapa,,,,,,,,,,,,,,,cuadro 30,,0.0,,,,,
Chiquimula,,,,,,,,,,,,,,,cuadro 30,,1.0,,,,,
Jalapa,,,,,,,,,,,,,,,cuadro 30,,0.0,,,,,
Jutiapa,,,,,,,,,,,,,,,cuadro 30,,1.0,,,,,
Guatemala,,,,,,,,,,,,,,,cuadro 30,,575.0,,,,,
El Progreso,,,,,,,,,,,,,,,cuadro 30,,62.0,,,,,
Sacatepéquez,,,,,,,,,,,,,,,cuadro 30,,94.0,,,,,
Chimaltenango,,,,,,,,,,,,,,,cuadro 30,,134.0,,,,,
Escuintla,,,,,,,,,,,,,,,cuadro 30,,296.0,,,,,
Santa Rosa,,,,,,,,,,,,,,,cuadro 30,,96.0,,,,,
Sololá,,,,,,,,,,,,,,,cuadro 30,,26.0,,,,,
Totonicapán,,,,,,,,,,,,,,,cuadro 30,,14.0,,,,,
Quetzaltenango,,,,,,,,,,,,,,,cuadro 30,,71.0,,,,,
Retalhuleu,,,,,,,,,,,,,,,cuadro 30,,55.0,,,,,
San Marcos,,,,,,,,,,,,,,,cuadro 30,,51.0,,,,,
Huehuetenango,,,,,,,,,,,,,,,cuadro 30,,44.0,,,,,
Quiché,,,,,,,,,,,,,,,cuadro 30,,58.0,,,,,
Baja Verapaz,,,,,,,,,,,,,,,cuadro 30,,47.0,,,,,
Alta Verapaz,,,,,,,,,,,,,,,cuadro 30,,124.0,,,,,
Petén,,,,,,,,,,,,,,,cuadro 30,,157.0,,,,,
Izabal,,,,,,,,,,,,,,,cuadro 30,,136.0,,,,,
Zacapa,,,,,,,,,,,,,,,cuadro 30,,64.0,,,,,
Chiquimula,,,,,,,,,,,,,,,cuadro 30,,44.0,,,,,
Jalapa,,,,,,,,,,,,,,,cuadro 30,,44.0,,,,,
Jutiapa,,,,,,,,,,,,,,,cuadro 30,,89.0,,,,,
Guatemala,,2020,,,,,,,,,,,,,cuadro 31,,,2599.0,,,,
El Progreso,,2020,,,,,,,,,,,,,cuadro 31,,,146.0,,,,
Sacatepéquez,,2020,,,,,,,,,,,,,cuadro 31,,,217.0,,,,
Chimaltenango,,2020,,,,,,,,,,,,,cuadro 31,,,249.0,,,,
Escuintla,,2020,,,,,,,,,,,,,cuadro 31,,,503.0,,,,
Santa Rosa,,2020,,,,,,,,,,,,,cuadro 31,,,214.0,,,,
Sololá,,2020,,,,,,,,,,,,,cuadro 31,,,86.0,,,,
Totonicapán,,2020,,,,,,,,,,,,,cuadro 31,,,60.0,,,,
Quetzaltenango,,2020,,,,,,,,,,,,,cuadro 31,,,180.0,,,,
Suchitepéquez,,2020,,,,,,,,,,,,,cuadro 31,,,213.0,,,,
Retalhuleu,,2020,,,,,,,,,,,,,cuadro 31,,,206.0,,,,
San Marcos,,2020,,,,,,,,,,,,,cuadro 31,,,148.0,,,,
Huehuetenango,,2020,,,,,,,,,,,,,cuadro 31,,,144.0,,,,
Quiché,,2020,,,,,,,,,,,,,cuadro 31,,,138.0,,,,
Baja Verapaz,,2020,,,,,,,,,,,,,cuadro 31,,,139.0,,,,
Alta Verapaz,,2020,,,,,,,,,,,,,cuadro 31,,,327.0,,,,
Petén,,2020,,,,,,,,,,,,,cuadro 31,,,208.0,,,,
Izabal,,2020,,,,,,,,,,,,,cuadro 31,,,192.0,,,,
Zacapa,,2020,,,,,,,,,,,,,cuadro 31,,,148.0,,,,
Chiquimula,,2020,,,,,,,,,,,,,cuadro 31,,,174.0,,,,
Jalapa,,2020,,,,,,,,,,,,,cuadro 31,,,131.0,,,,
Jutiapa,,2020,,,,,,,,,,,,,cuadro 31,,,171.0,,,,
Guatemala,,2021,,,,,,,,,,,,,cuadro 31,,,3468.0,,,,
El Progreso,,2021,,,,,,,,,,,,,cuadro 31,,,186.0,,,,
Sacatepéquez,,2021,,,,,,,,,,,,,cuadro 31,,,269.0,,,,
Chimaltenango,,2021,,,,,,,,,,,,,cuadro 31,,,273.0,,,,
Escuintla,,2021,,,,,,,,,,,,,cuadro 31,,,610.0,,,,
Santa Rosa,,2021,,,,,,,,,,,,,cuadro 31,,,251.0,,,,
Sololá,,2021,,,,,,,,,,,,,cuadro 31,,,145.0,,,,
Totonicapán,,2021,,,,,,,,,,,,,cuadro 31,,,56.0,,,,
Quetzaltenango,,2021,,,,,,,,,,,,,cuadro 31,,,236.0,,,,
Suchitepéquez,,2021,,,,,,,,,,,,,cuadro 31,,,235.0,,,,
Retalhuleu,,2021,,,,,,,,,,,,,cuadro 31,,,228.0,,,,
San Marcos,,2021,,,,,,,,,,,,,cuadro 31,,,172.0,,,,
Huehuetenango,,2021,,,,,,,,,,,,,cuadro 31,,,139.0,,,,
Quiché,,2021,,,,,,,,,,,,,cuadro 31,,,231.0,,,,
Baja Verapaz,,2021,,,,,,,,,,,,,cuadro 31,,,153.0,,,,
Alta Verapaz,,2021,,,,,,,,,,,,,cuadro 31,,,492.0,,,,
Petén,,2021,,,,,,,,,,,,,cuadro 31,,,243.0,,,,
Izabal,,2021,,,,,,,,,,,,,cuadro 31,,,203.0,,,,
Zacapa,,2021,,,,,,,,,,,,,cuadro 31,,,179.0,,,,
Chiquimula,,2021,,,,,,,,,,,,,cuadro 31,,,187.0,,,,
Jalapa,,2021,,,,,,,,,,,,,cuadro 31,,,180.0,,,,
Jutiapa,,2021,,,,,,,,,,,,,cuadro 31,,,258.0,,,,
Guatemala,,2022,,,,,,,,,,,,,cuadro 31,,,3406.0,,,,
El Progreso,,2022,,,,,,,,,,,,,cuadro 31,,,201.0,,,,
Sacatepéquez,,2022,,,,,,,,,,,,,cuadro 31,,,380.0,,,,
Chimaltenango,,2022,,,,,,,,,,,,,cuadro 31,,,306.0,,,,
Escuintla,,2022,,,,,,,,,,,,,cuadro 31,,,791.0,,,,
Santa Rosa,,2022,,,,,,,,,,,,,cuadro 31,,,304.0,,,,
Sololá,,2022,,,,,,,,,,,,,cuadro 31,,,67.0,,,,
Totonicapán,,2022,,,,,,,,,,,,,cuadro 31,,,87.0,,,,
Quetzaltenango,,2022,,,,,,,,,,,,,cuadro 31,,,300.0,,,,
Suchitepéquez,,2022,,,,,,,,,,,,,cuadro 31,,,194.0,,,,
Retalhuleu,,2022,,,,,,,,,,,,,cuadro 31,,,222.0,,,,
San Marcos,,2022,,,,,,,,,,,,,cuadro 31,,,144.0,,,,
Huehuetenango,,2022,,,,,,,,,,,,,cuadro 31,,,165.0,,,,
Quiché,,2022,,,,,,,,,,,,,cuadro 31,,,200.0,,,,
Baja Verapaz,,2022,,,,,,,,,,,,,cuadro 31,,,200.0,,,,
Alta Verapaz,,2022,,,,,,,,,,,,,cuadro 31,,,415.0,,,,
Petén,,2022,,,,,,,,,,,,,cuadro 31,,,210.0,,,,
Izabal,,2022,,,,,,,,,,,,,cuadro 31,,,216.0,,,,
Zacapa,,2022,,,,,,,,,,,,,cuadro 31,,,135.0,,,,
Chiquimula,,2022,,,,,,,,,,,,,cuadro 31,,,155.0,,,,
Jalapa,,2022,,,,,,,,,,,,,cuadro 31,,,176.0,,,,
Jutiapa,,2022,,,,,,,,,,,,,cuadro 31,,,271.0,,,,
Guatemala,,2023,,,,,,,,,,,,,cuadro 31,,,3511.0,,,,
El Progreso,,2023,,,,,,,,,,,,,cuadro 31,,,197.0,,,,
Sacatepéquez,,2023,,,,,,,,,,,,,cuadro 31,,,386.0,,,,
Chimaltenango,,2023,,,,,,,,,,,,,cuadro 31,,,273.0,,,,
Escuintla,,2023,,,,,,,,,,,,,cuadro 31,,,1034.0,,,,
Santa Rosa,,2023,,,,,,,,,,,,,cuadro 31,,,360.0,,,,
Sololá,,2023,,,,,,,,,,,,,cuadro 31,,,109.0,,,,
Totonicapán,,2023,,,,,,,,,,,,,cuadro 31,,,89.0,,,,
Quetzaltenango,,2023,,,,,,,,,,,,,cuadro 31,,,310.0,,,,
Suchitepéquez,,2023,,,,,,,,,,,,,cuadro 31,,,223.0,,,,
Retalhuleu,,2023,,,,,,,,,,,,,cuadro 31,,,248.0,,,,
San Marcos,,2023,,,,,,,,,,,,,cuadro 31,,,242.0,,,,
Huehuetenango,,2023,,,,,,,,,,,,,cuadro 31,,,150.0,,,,
Quiché,,2023,,,,,,,,,,,,,cuadro 31,,,191.0,,,,
Baja Verapaz,,2023,,,,,,,,,,,,,cuadro 31,,,174.0,,,,
Alta Verapaz,,2023,,,,,,,,,,,,,cuadro 31,,,364.0,,,,
Petén,,2023,,,,,,,,,,,,,cuadro 31,,,222.0,,,,
Izabal,,2023,,,,,,,,,,,,,cuadro 31,,,218.0,,,,
Zacapa,,2023,,,,,,,,,,,,,cuadro 31,,,102.0,,,,
Chiquimula,,2023,,,,,,,,,,,,,cuadro 31,,,132.0,,,,
Jalapa,,2023,,,,,,,,,,,,,cuadro 31,,,143.0,,,,
Jutiapa,,2023,,,,,,,,,,,,,cuadro 31,,,243.0,,,,
Guatemala,,2024,,,,,,,,,,,,,cuadro 31,,,3516.0,,,,
El Progreso,,2024,,,,,,,,,,,,,cuadro 31,,,214.0,,,,
Sacatepéquez,,2024,,,,,,,,,,,,,cuadro 31,,,384.0,,,,
Chimaltenango,,2024,,,,,,,,,,,,,cuadro 31,,,215.0,,,,
Escuintla,,2024,,,,,,,,,,,,,cuadro 31,,,1253.0,,,,
Santa Rosa,,2024,,,,,,,,,,,,,cuadro 31,,,242.0,,,,
Sololá,,2024,,,,,,,,,,,,,cuadro 31,,,100.0,,,,
Totonicapán,,2024,,,,,,,,,,,,,cuadro 31,,,88.0,,,,
Quetzaltenango,,2024,,,,,,,,,,,,,cuadro 31,,,240.0,,,,
Suchitepéquez,,2024,,,,,,,,,,,,,cuadro 31,,,231.0,,,,
Retalhuleu,,2024,,,,,,,,,,,,,cuadro 31,,,199.0,,,,
San Marcos,,2024,,,,,,,,,,,,,cuadro 31,,,165.0,,,,
Huehuetenango,,2024,,,,,,,,,,,,,cuadro 31,,,122.0,,,,
Quiché,,2024,,,,,,,,,,,,,cuadro 31,,,200.0,,,,
Baja Verapaz,,2024,,,,,,,,,,,,,cuadro 31,,,189.0,,,,
Alta Verapaz,,2024,,,,,,,,,,,,,cuadro 31,,,434.0,,,,
Petén,,2024,,,,,,,,,,,,,cuadro 31,,,194.0,,,,
Izabal,,2024,,,,,,,,,,,,,cuadro 31,,,290.0,,,,
Zacapa,,2024,,,,,,,,,,,,,cuadro 31,,,135.0,,,,
Chiquimula,,2024,,,,,,,,,,,,,cuadro 31,,,150.0,,,,
Jalapa,,2024,,,,,,,,,,,,,cuadro 31,,,113.0,,,,
Jutiapa,,2024,,,,,,,,,,,,,cuadro 31,,,233.0,,,,
Guatemala,,,,,,,,,,,,,,,cuadro 32,,,3516.0,,,,
El Progreso,,,,,,,,,,,,,,,cuadro 32,,,214.0,,,,
Sacatepéquez,,,,,,,,,,,,,,,cuadro 32,,,384.0,,,,
Chimaltenango,,,,,,,,,,,,,,,cuadro 32,,,215.0,,,,
Escuintla,,,,,,,,,,,,,,,cuadro 32,,,1253.0,,,,
Santa Rosa,,,,,,,,,,,,,,,cuadro 32,,,242.0,,,,
Sololá,,,,,,,,,,,,,,,cuadro 32,,,100.0,,,,
Totonicapán,,,,,,,,,,,,,,,cuadro 32,,,88.0,,,,
Quetzaltenango,,,,,,,,,,,,,,,cuadro 32,,,240.0,,,,
Suchitepéquez,,,,,,,,,,,,,,,cuadro 32,,,231.0,,,,
Retalhuleu,,,,,,,,,,,,,,,cuadro 32,,,199.0,,,,
San Marcos,,,,,,,,,,,,,,,cuadro 32,,,165.0,,,,
Huehuetenango,,,,,,,,,,,,,,,cuadro 32,,,122.0,,,,
Quiché,,,,,,,,,,,,,,,cuadro 32,,,200.0,,,,
Baja Verapaz,,,,,,,,,,,,,,,cuadro 32,,,189.0,,,,
Alta Verapaz,,,,,,,,,,,,,,,cuadro 32,,,434.0,,,,
Petén,,,,,,,,,,,,,,,cuadro 32,,,194.0,,,,
Izabal,,,,,,,,,,,,,,,cuadro 32,,,290.0,,,,
Zacapa,,,,,,,,,,,,,,,cuadro 32,,,135.0,,,,
Chiquimula,,,,,,,,,,,,,,,cuadro 32,,,150.0,,,,
Jalapa,,,,,,,,,,,,,,,cuadro 32,,,113.0,,,,
Jutiapa,,,,,,,,,,,,,,,cuadro 32,,,233.0,,,,
Guatemala,Enero,,,,,,,,,,,,,,cuadro 32,,,277.0,,,,
El Progreso,Enero,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
Sacatepéquez,Enero,,,,,,,,,,,,,,cuadro 32,,,34.0,,,,
Chimaltenango,Enero,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Escuintla,Enero,,,,,,,,,,,,,,cuadro 32,,,78.0,,,,
Santa Rosa,Enero,,,,,,,,,,,,,,cuadro 32,,,28.0,,,,
Sololá,Enero,,,,,,,,,,,,,,cuadro 32,,,13.0,,,,
Totonicapán,Enero,,,,,,,,,,,,,,cuadro 32,,,4.0,,,,
Quetzaltenango,Enero,,,,,,,,,,,,,,cuadro 32,,,15.0,,,,
Suchitepéquez,Enero,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Retalhuleu,Enero,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
San Marcos,Enero,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
Huehuetenango,Enero,,,,,,,,,,,,,,cuadro 32,,,4.0,,,,
Quiché,Enero,,,,,,,,,,,,,,cuadro 32,,,26.0,,,,
Baja Verapaz,Enero,,,,,,,,,,,,,,cuadro 32,,,16.0,,,,
Alta Verapaz,Enero,,,,,,,,,,,,,,cuadro 32,,,26.0,,,,
Petén,Enero,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Izabal,Enero,,,,,,,,,,,,,,cuadro 32,,,15.0,,,,
Zacapa,Enero,,,,,,,,,,,,,,cuadro 32,,,4.0,,,,
Chiquimula,Enero,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
Jalapa,Enero,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Jutiapa,Enero,,,,,,,,,,,,,,cuadro 32,,,27.0,,,,
Guatemala,Febrero,,,,,,,,,,,,,,cuadro 32,,,292.0,,,,
El Progreso,Febrero,,,,,,,,,,,,,,cuadro 32,,,11.0,,,,
Sacatepéquez,Febrero,,,,,,,,,,,,,,cuadro 32,,,24.0,,,,
Chimaltenango,Febrero,,,,,,,,,,,,,,cuadro 32,,,24.0,,,,
Escuintla,Febrero,,,,,,,,,,,,,,cuadro 32,,,109.0,,,,
Santa Rosa,Febrero,,,,,,,,,,,,,,cuadro 32,,,23.0,,,,
Sololá,Febrero,,,,,,,,,,,,,,cuadro 32,,,1.0,,,,
Totonicapán,Febrero,,,,,,,,,,,,,,cuadro 32,,,1.0,,,,
Quetzaltenango,Febrero,,,,,,,,,,,,,,cuadro 32,,,16.0,,,,
Suchitepéquez,Febrero,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Retalhuleu,Febrero,,,,,,,,,,,,,,cuadro 32,,,27.0,,,,
San Marcos,Febrero,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
Huehuetenango,Febrero,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
Quiché,Febrero,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
Baja Verapaz,Febrero,,,,,,,,,,,,,,cuadro 32,,,17.0,,,,
Alta Verapaz,Febrero,,,,,,,,,,,,,,cuadro 32,,,42.0,,,,
Petén,Febrero,,,,,,,,,,,,,,cuadro 32,,,9.0,,,,
Izabal,Febrero,,,,,,,,,,,,,,cuadro 32,,,16.0,,,,
Zacapa,Febrero,,,,,,,,,,,,,,cuadro 32,,,13.0,,,,
Chiquimula,Febrero,,,,,,,,,,,,,,cuadro 32,,,19.0,,,,
Jalapa,Febrero,,,,,,,,,,,,,,cuadro 32,,,13.0,,,,
Jutiapa,Febrero,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Guatemala,Marzo,,,,,,,,,,,,,,cuadro 32,,,315.0,,,,
El Progreso,Marzo,,,,,,,,,,,,,,cuadro 32,,,25.0,,,,
Sacatepéquez,Marzo,,,,,,,,,,,,,,cuadro 32,,,26.0,,,,
Chimaltenango,Marzo,,,,,,,,,,,,,,cuadro 32,,,15.0,,,,
Escuintla,Marzo,,,,,,,,,,,,,,cuadro 32,,,159.0,,,,
Santa Rosa,Marzo,,,,,,,,,,,,,,cuadro 32,,,30.0,,,,
Sololá,Marzo,,,,,,,,,,,,,,cuadro 32,,,4.0,,,,
Totonicapán,Marzo,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Quetzaltenango,Marzo,,,,,,,,,,,,,,cuadro 32,,,17.0,,,,
Suchitepéquez,Marzo,,,,,,,,,,,,,,cuadro 32,,,22.0,,,,
Retalhuleu,Marzo,,,,,,,,,,,,,,cuadro 32,,,19.0,,,,
San Marcos,Marzo,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
Huehuetenango,Marzo,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
Quiché,Marzo,,,,,,,,,,,,,,cuadro 32,,,15.0,,,,
Baja Verapaz,Marzo,,,,,,,,,,,,,,cuadro 32,,,6.0,,,,
Alta Verapaz,Marzo,,,,,,,,,,,,,,cuadro 32,,,47.0,,,,
Petén,Marzo,,,,,,,,,,,,,,cuadro 32,,,20.0,,,,
Izabal,Marzo,,,,,,,,,,,,,,cuadro 32,,,29.0,,,,
Zacapa,Marzo,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Chiquimula,Marzo,,,,,,,,,,,,,,cuadro 32,,,3.0,,,,
Jalapa,Marzo,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Jutiapa,Marzo,,,,,,,,,,,,,,cuadro 32,,,31.0,,,,
Guatemala,Abril,,,,,,,,,,,,,,cuadro 32,,,278.0,,,,
El Progreso,Abril,,,,,,,,,,,,,,cuadro 32,,,20.0,,,,
Sacatepéquez,Abril,,,,,,,,,,,,,,cuadro 32,,,31.0,,,,
Chimaltenango,Abril,,,,,,,,,,,,,,cuadro 32,,,9.0,,,,
Escuintla,Abril,,,,,,,,,,,,,,cuadro 32,,,107.0,,,,
Santa Rosa,Abril,,,,,,,,,,,,,,cuadro 32,,,28.0,,,,
Sololá,Abril,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Totonicapán,Abril,,,,,,,,,,,,,,cuadro 32,,,1.0,,,,
Quetzaltenango,Abril,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
Suchitepéquez,Abril,,,,,,,,,,,,,,cuadro 32,,,16.0,,,,
Retalhuleu,Abril,,,,,,,,,,,,,,cuadro 32,,,13.0,,,,
San Marcos,Abril,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Huehuetenango,Abril,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
Quiché,Abril,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Baja Verapaz,Abril,,,,,,,,,,,,,,cuadro 32,,,17.0,,,,
Alta Verapaz,Abril,,,,,,,,,,,,,,cuadro 32,,,33.0,,,,
Petén,Abril,,,,,,,,,,,,,,cuadro 32,,,13.0,,,,
Izabal,Abril,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Zacapa,Abril,,,,,,,,,,,,,,cuadro 32,,,32.0,,,,
Chiquimula,Abril,,,,,,,,,,,,,,cuadro 32,,,3.0,,,,
Jalapa,Abril,,,,,,,,,,,,,,cuadro 32,,,6.0,,,,
Jutiapa,Abril,,,,,,,,,,,,,,cuadro 32,,,11.0,,,,
Guatemala,Mayo,,,,,,,,,,,,,,cuadro 32,,,268.0,,,,
El Progreso,Mayo,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Sacatepéquez,Mayo,,,,,,,,,,,,,,cuadro 32,,,13.0,,,,
Chimaltenango,Mayo,,,,,,,,,,,,,,cuadro 32,,,22.0,,,,
Escuintla,Mayo,,,,,,,,,,,,,,cuadro 32,,,103.0,,,,
Santa Rosa,Mayo,,,,,,,,,,,,,,cuadro 32,,,20.0,,,,
Sololá,Mayo,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Totonicapán,Mayo,,,,,,,,,,,,,,cuadro 32,,,5.0,,,,
Quetzaltenango,Mayo,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
Suchitepéquez,Mayo,,,,,,,,,,,,,,cuadro 32,,,20.0,,,,
Retalhuleu,Mayo,,,,,,,,,,,,,,cuadro 32,,,15.0,,,,
San Marcos,Mayo,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
Huehuetenango,Mayo,,,,,,,,,,,,,,cuadro 32,,,15.0,,,,
Quiché,Mayo,,,,,,,,,,,,,,cuadro 32,,,38.0,,,,
Baja Verapaz,Mayo,,,,,,,,,,,,,,cuadro 32,,,17.0,,,,
Alta Verapaz,Mayo,,,,,,,,,,,,,,cuadro 32,,,49.0,,,,
Petén,Mayo,,,,,,,,,,,,,,cuadro 32,,,6.0,,,,
Izabal,Mayo,,,,,,,,,,,,,,cuadro 32,,,24.0,,,,
Zacapa,Mayo,,,,,,,,,,,,,,cuadro 32,,,15.0,,,,
Chiquimula,Mayo,,,,,,,,,,,,,,cuadro 32,,,8.0,,,,
Jalapa,Mayo,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
Jutiapa,Mayo,,,,,,,,,,,,,,cuadro 32,,,22.0,,,,
Guatemala,Junio,,,,,,,,,,,,,,cuadro 32,,,228.0,,,,
El Progreso,Junio,,,,,,,,,,,,,,cuadro 32,,,21.0,,,,
Sacatepéquez,Junio,,,,,,,,,,,,,,cuadro 32,,,19.0,,,,
Chimaltenango,Junio,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Escuintla,Junio,,,,,,,,,,,,,,cuadro 32,,,61.0,,,,
Santa Rosa,Junio,,,,,,,,,,,,,,cuadro 32,,,11.0,,,,
Sololá,Junio,,,,,,,,,,,,,,cuadro 32,,,2.0,,,,
Totonicapán,Junio,,,,,,,,,,,,,,cuadro 32,,,3.0,,,,
Quetzaltenango,Junio,,,,,,,,,,,,,,cuadro 32,,,20.0,,,,
Suchitepéquez,Junio,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
Retalhuleu,Junio,,,,,,,,,,,,,,cuadro 32,,,11.0,,,,
San Marcos,Junio,,,,,,,,,,,,,,cuadro 32,,,6.0,,,,
Huehuetenango,Junio,,,,,,,,,,,,,,cuadro 32,,,11.0,,,,
Quiché,Junio,,,,,,,,,,,,,,cuadro 32,,,6.0,,,,
Baja Verapaz,Junio,,,,,,,,,,,,,,cuadro 32,,,15.0,,,,
Alta Verapaz,Junio,,,,,,,,,,,,,,cuadro 32,,,30.0,,,,
Petén,Junio,,,,,,,,,,,,,,cuadro 32,,,19.0,,,,
Izabal,Junio,,,,,,,,,,,,,,cuadro 32,,,23.0,,,,
Zacapa,Junio,,,,,,,,,,,,,,cuadro 32,,,1.0,,,,
Chiquimula,Junio,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Jalapa,Junio,,,,,,,,,,,,,,cuadro 32,,,4.0,,,,
Jutiapa,Junio,,,,,,,,,,,,,,cuadro 32,,,11.0,,,,
Guatemala,Julio,,,,,,,,,,,,,,cuadro 32,,,286.0,,,,
El Progreso,Julio,,,,,,,,,,,,,,cuadro 32,,,13.0,,,,
Sacatepéquez,Julio,,,,,,,,,,,,,,cuadro 32,,,35.0,,,,
Chimaltenango,Julio,,,,,,,,,,,,,,cuadro 32,,,10.0,,,,
Escuintla,Julio,,,,,,,,,,,,,,cuadro 32,,,74.0,,,,
Santa Rosa,Julio,,,,,,,,,,,,,,cuadro 32,,,9.0,,,,
Sololá,Julio,,,,,,,,,,,,,,cuadro 32,,,9.0,,,,
Totonicapán,Julio,,,,,,,,,,,,,,cuadro 32,,,11.0,,,,
Quetzaltenango,Julio,,,,,,,,,,,,,,cuadro 32,,,26.0,,,,
Suchitepéquez,Julio,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Retalhuleu,Julio,,,,,,,,,,,,,,cuadro 32,,,13.0,,,,
San Marcos,Julio,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Huehuetenango,Julio,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Quiché,Julio,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Baja Verapaz,Julio,,,,,,,,,,,,,,cuadro 32,,,21.0,,,,
Alta Verapaz,Julio,,,,,,,,,,,,,,cuadro 32,,,32.0,,,,
Petén,Julio,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
Izabal,Julio,,,,,,,,,,,,,,cuadro 32,,,25.0,,,,
Zacapa,Julio,,,,,,,,,,,,,,cuadro 32,,,5.0,,,,
Chiquimula,Julio,,,,,,,,,,,,,,cuadro 32,,,20.0,,,,
Jalapa,Julio,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Jutiapa,Julio,,,,,,,,,,,,,,cuadro 32,,,7.0,,,,
Guatemala,Agosto,,,,,,,,,,,,,,cuadro 32,,,269.0,,,,
El Progreso,Agosto,,,,,,,,,,,,,,cuadro 32,,,20.0,,,,
Sacatepéquez,Agosto,,,,,,,,,,,,,,cuadro 32,,,39.0,,,,
Chimaltenango,Agosto,,,,,,,,,,,,,,cuadro 32,,,16.0,,,,
Escuintla,Agosto,,,,,,,,,,,,,,cuadro 32,,,105.0,,,,
Santa Rosa,Agosto,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Sololá,Agosto,,,,,,,,,,,,,,cuadro 32,,,15.0,,,,
Totonicapán,Agosto,,,,,,,,,,,,,,cuadro 32,,,8.0,,,,
Quetzaltenango,Agosto,,,,,,,,,,,,,,cuadro 32,,,17.0,,,,
Suchitepéquez,Agosto,,,,,,,,,,,,,,cuadro 32,,,12.0,,,,
Retalhuleu,Agosto,,,,,,,,,,,,,,cuadro 32,,,20.0,,,,
San Marcos,Agosto,,,,,,,,,,,,,,cuadro 32,,,8.0,,,,
Huehuetenango,Agosto,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Quiché,Agosto,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Baja Verapaz,Agosto,,,,,,,,,,,,,,cuadro 32,,,6.0,,,,
Alta Verapaz,Agosto,,,,,,,,,,,,,,cuadro 32,,,29.0,,,,
Petén,Agosto,,,,,,,,,,,,,,cuadro 32,,,14.0,,,,
Izabal,Agosto,,,,,,,,,,,,,,cuadro 32,,,18.0,,,,
Zacapa,Agosto,,,,,,,,,,,,,,cuadro 32,,,16.0,,,,
Chiquimula,Agosto,,,,,,,,,,,,,,cuadro 32,,,13.0,,,,
Jalapa,Agosto,,,,,,,,,,,,,,cuadro 32,,,5.0,,,,
Jutiapa,Agosto,,,,,,,,,,,,,,cuadro 32,,,24.0,,,,
